article_id,title,article_type,url
9df73513f4c982d3b56ced7488c82ffb8730cbe2a6f96f72a0a4f72e4e30e070,ADI: Adding a Video to Your Site,article,https://support.wix.com/en/article/adi-adding-a-video-to-your-site
059418dfd6aa53e6e021d16dd9558ca19a8b556cabe3fa2e0e4fae69035d608c,ADI: Changing the Height of a Section,article,https://support.wix.com/en/article/adi-changing-the-height-of-a-section
2d6d3298f3560dcc54bdaec58d3b0033b6ddb0b495f83cecf818a9b5b9cb0420,Changing the Display Options of the PDF Viewer App,article,https://support.wix.com/en/article/changing-the-display-options-of-the-pdf-viewer-app
380c51641aabc2936b63a6bfeb2de9ce9820c21c139c91693b1a11bfb9cc6352,CMS: Adding and Setting Up a Dataset,article,https://support.wix.com/en/article/cms-formerly-content-manager-adding-and-setting-up-a-dataset
ab3fa7f2c95c30377f054389f36a3b2620bcc748d521d70534fe5614039eb54b,Creating Paystubs with the Wix Paystub Generator,article,https://support.wix.com/en/article/creating-paystubs-with-the-wix-paystub-generator
20917527f4506cb3b885b5e005a668cc391736f3c494645178d2502a80d6cec6,Creating SEO Tags Using AI,article,https://support.wix.com/en/article/creating-seo-tags-using-ai
cacd24b78dc4459c12d6d5b612c82dd4e32b43a6c1de69a9314dd82b2a38fb1e,Displaying Room Rates on Your Reservation Calendar,article,https://support.wix.com/en/article/displaying-room-rates-on-your-reservation-calendar
3407d197c71652bee58835ba148794a8be7e70cf9e25c599044b823c82db29fd,Pricing Plans: Creating a Free Plan,article,https://support.wix.com/en/article/pricing-plans-creating-a-free-plan
49a26dfb9de3c1c59aa634af513ad902906fa76be2edd1c13ef011b379da0fcf,Request: Excluding IPs from Wix Analytics Traffic Report Data,feature_request,https://support.wix.com/en/article/request-excluding-site-owner-ip-from-wix-analytics-traffic-report-data
45c6e12c3f1b8ba325795155f65e7d6e367559ac38ef67e2000b5ca9c8e36077,Setting Up a 301 Redirect for a Page on Your Site,article,https://support.wix.com/en/article/setting-up-a-301-redirect-for-a-page-on-your-site
0d412f22cd6db49daa0881a93bbb162add0085884f5c2d3a525de61c3d62b7f7,Wix App Request: Changing Account Information from the Wix App,feature_request,https://support.wix.com/en/article/request-changing-account-information-via-the-wix-mobile-app
32f2d8860603211b3218328a6f435cba7ee6c83b978ad1d4374f849e8c418724,Enterprise Solution: Setting Up System Cross Identity Management (SCIM) for Your Account,article,https://support.wix.com/en/article/setting-up-system-cross-identity-management-scim-for-your-account
90c5172b6aff428fac2756ceeede4aef219c0be53703bb7caddc23019babf9be,Spaces App: Downloading the App,article,https://support.wix.com/en/article/spaces-by-wix-downloading-the-app
5f83e7b1506e0058246cdee9272ebc4c00206ab86d7764cd15e45bfe24cfcab5,Understanding Your Page's Default SEO Settings,article,https://support.wix.com/en/article/understanding-your-pages-default-seo-settings
58abc78ac5893985e32679b5ad0d99e50ec95d59268bfbbf5620fde7a51c76dd,Enterprise Solution: About Routing,article,https://support.wix.com/en/article/wix-enterprise-about-routing
a5ecc6eed5852f8b9a6956451ca0a10e649a27395de107bb372ba5ee3751b5ee,Wix Events: Editing the Date and Time Format,article,https://support.wix.com/en/article/wix-events-editing-the-date-and-time-format
e0c97431688c6c342c4b86a846ca052ce3686bd64fb79dfdadedfba84259ab76,Wix Events Request: Adding a Shopping Cart,feature_request,https://support.wix.com/en/article/wix-events-request-adding-a-shopping-cart
bc82c3c0960250a3f5f5510bd660210fe38ab5a8111d4cb9ccdf8a3355b2ae17,Wix Hotels by HotelRunner: Customizing Your Email Templates,article,https://support.wix.com/en/article/wix-hotels-by-hotelrunner-customizing-your-email-templates
0dcd44b4adefcb6b2e0a7a9b465686db126dff9ad50ac903a12b9877a83c1fd8,Wix Invoices Request: Changing the Currency of Individual Invoices,feature_request,https://support.wix.com/en/article/wix-invoices-request-changing-the-currency-of-individual-invoices
30976a13dea141530ac53a14bd741f375dec1c725b2b2f3a2714a18fabb1798d,Wix Multilingual Request: Using Multiple Dialects of the Same Language,feature_request,https://support.wix.com/en/article/wix-multilingual-request-using-multiple-dialects-of-the-same-language
0e15e692c3dc1a2dec21b1250ccfe15a0d4d4fc1f562237952d16aa834ab5559,Wix Music: Promoting Your Music using a Subscribe Form,article,https://support.wix.com/en/article/wix-music-promoting-your-music-using-a-subscribe-form
68a24c9d71959d7c46db838d5cbc848f6f3eb947e2b71dd2a5d4c2c9deea56ac,Wix Photo Albums Request: Creating a Custom Photo Albums Template,feature_request,https://support.wix.com/en/article/wix-photo-albums-request-creating-a-custom-photo-albums-template
f16913d53db677dd04344ce1faba3422d952b090da5101d396832c8332fab403,Wix Photo Albums Request: Transferring a Storage Plan to a Different Site,feature_request,https://support.wix.com/en/article/wix-photo-albums-request-transferring-a-storage-plan-to-a-different-site
7bc9007d7224ddecfed48b279cfe9902d05b47c55ae5b492dfe9e339175f4a64,Wix Stores: Connecting Modalyst Dropshipping to Your Store,article,https://support.wix.com/en/article/wix-stores-connecting-modalyst-dropshipping-to-your-store
ed4786e5c9507aee24f451d7cdac0fdd7f824bfac607b56d509dd9f2b0665a57,Wix Stores Request: Displaying Local Inventory Ads in Google Merchant Solutions,feature_request,https://support.wix.com/en/article/wix-stores-request-displaying-local-inventory-ads-in-google-merchant-solutions
9bf18dc24fbe1699beea4ea50fe1ac0ccdfe811623662cd87c6dd78ac9100d78,About Wix Payments,article,https://support.wix.com/en/article/about-wix-payments
